id,alpha,delta,diameter,axisRatio,posAngle,MinAx,Type,B-Mag,V-Mag,J-Mag,H-Mag,K-Mag,SurfBr,Hubble,NGC,IC,Common name,NED notes,OpenNGC notes
IC0208,32.11558,6.39492,1.32,1.2,168,1.13,G,14.73,,11.85,11.12,10.68,23.93,Sbc,,,MCG +01-06-044,PGC 008167,SDSS J020827.75+062342.1
IC0209,32.24463,-7.05892,1.51,1.5,82,1.03,G,13.8,,11.15,10.63,10.27,23.09,SBbc,,,IRAS 02064-0717,MCG -01-06-051,PGC 008200
IC0210,32.36783,-9.68033,2.35,3.6,66,0.65,G,13.82,,10.5,9.74,9.37,23.44,SBbc,,,IRAS 02070-0954,MCG -02-06-032,PGC 008232
IC0211,32.78333,3.8525,1.66,2.2,56,0.76,G,14.07,,12.44,11.64,11.48,23.29,SABc,,,IRAS 02085+0337,MCG +01-06-053,PGC 008360
IC0212,33.40942,16.59394,0.79,1.5,84,0.54,G,15.75,,12.91,12.21,11.78,23.67,Sbc,,,PGC 008527,,
IC0213,33.51783,16.45589,1.43,1.4,148,1.01,G,14.96,13.2,11.27,10.59,10.14,24.46,SABb,,,MCG +03-06-046,PGC 008556,UGC 01719
IC0214,33.52329,5.17325,0.58,1.3,65,0.45,G,14.69,14.16,12.29,11.42,11,22.07,Sbc,,,MCG +01-06-057,PGC 008562,UGC 01720
IC0215,33.53942,-6.80633,0.84,4.4,78,0.19,G,15.62,,12.05,11.39,11.13,23.01,Sb,,,IRAS 02116-0702,MCG -01-06-076,PGC 008566
IC0216,33.98133,-2.01511,0.5,1.6,25,0.32,G,15.87,,13.32,12.67,12.43,23.14,S0-a,,,PGC 008650,,
IC0217,34.0435,-11.92672,2,4.4,35,0.45,G,15.08,,11.69,11.08,10.75,23.76,Sc,,1787,IRAS 02137-1209,MCG -02-06-046,PGC 008673
IC0218,34.28021,1.28233,0.91,3,75,0.3,G,15.63,,12.24,11.37,11.38,23.3,Sbc,,,MCG +00-06-061,PGC 008716,
IC0219,34.66179,-6.90333,1.56,1.3,177,1.19,G,14.44,,10.98,10.24,9.98,24.27,E,,,MCG -01-06-088,PGC 008813,SDSS J021838.82-065412.0
IC0220,34.79888,-12.78164,0.67,2.1,34,0.32,G,15.08,,12.06,11.33,10.96,22.94,Sb,,,IRAS 02167-1300,MCG -02-06-057,PGC 008847
IC0221,35.67042,28.25697,1.54,1.3,16,1.19,G,13.81,,10.86,10.13,9.89,23.28,Sc,,,IRAS 02197+2801,MCG +05-06-034,PGC 009035
IC0222,35.69938,11.63833,0.84,1.3,42,0.65,G,15.14,,11.86,11.09,10.72,23.36,SABa,,,IRAS 02201+1124,MCG +02-07-004,PGC 009036
IC0223,35.50458,-20.74592,1.15,1.9,143,0.59,G,14.09,,15.29,14.89,14.65,22.54,IB,,,ESO-LV 545-0080,IRAS 02197-2058,MCG -04-06-031
IC0224,36.18808,-12.56447,0.86,1.5,130,0.59,G,15,,12.02,11.38,11.08,23.16,Sab,,,MCG -02-07-005,PGC 009148,
IC0225,36.61788,1.16053,1.01,1.1,158,0.9,G,14.83,,12.7,12.23,11.97,23.45,E,,,MCG +00-07-013,PGC 009283,SDSS J022628.28+010937.7
IC0226,36.94138,28.20883,0.81,1.1,55,0.72,G,16,,11.38,10.63,10.21,23.92,E,,,MCG +05-06-046,PGC 009373,UGC 01922
IC0227,37.01504,28.17533,2.01,1.1,80,1.77,G,15.39,,10.56,9.75,9.49,25.78,E,,,MCG +05-06-048,PGC 009383,UGC 01932
IC0230,37.19704,-10.83136,0.64,1.5,87,0.42,G,15.54,,12.47,11.95,11.7,23.42,S0-a,,,MCG -02-07-016,PGC 009436,
IC0231,37.48496,1.17908,0.74,2.2,162,0.33,G,15.14,,11.95,11.16,11,23.31,S0,,,MCG +00-07-025,PGC 009514,SDSS J022956.38+011044.6
IC0232,37.79842,1.26564,1.1,1.6,154,0.67,G,14.3,,11.21,10.55,10.31,23.42,E,,,MCG +00-07-028,PGC 009588,SDSS J023111.62+011556.3
IC0233,37.91958,2.80992,0.33,1.3,100,0.26,G,15.53,,13.5,13.04,12.65,21.68,Sbc,,,PGC 009622,,
IC0234,37.90717,-0.14025,0.69,2,158,0.35,G,15.22,,12.94,12.24,11.75,22.81,SBc,,,IRAS 02290-0021,PGC 009613,SDSS J023137.71-000824.9
IC0235,38.21163,20.64125,0.39,1.3,35,0.3,G,14.89,14.35,12.68,12.04,11.74,21.56,,,,IRAS 02300+2025,PGC 009698,SDSS J023250.79+203828.3
IC0236,38.23254,-0.13125,0.74,2,23,0.37,G,15.97,,12.56,11.8,11.54,23.88,S0-a,,,LEDA 1151183,SDSS J023255.80-000752.4,SDSS J023255.80-000752.5
IC0237,38.38154,1.13989,0.54,1.1,11,0.51,G,14.71,,12.18,11.59,11.26,22.32,SBb,,,MCG +00-07-042,PGC 009742,SDSS J023331.56+010823.6
IC0238,38.8445,12.83772,1.38,1.7,35,0.79,G,14.02,,10.6,9.87,9.52,23.54,S0,,,MCG +02-07-016,PGC 009835,UGC 02070
IC0239,39.11617,38.96992,4.25,1.1,75,4.01,G,11.89,11.2,9.54,9.09,8.78,23.72,SABc,,,IRAS 02333+3845,MCG +06-06-065,PGC 009899
IC0241,39.47708,2.32803,0.9,1.5,152,0.59,G,14.48,,11.54,10.9,10.56,23.12,E-S0,,,MCG +00-07-058,PGC 009969,UGC 02115
IC0243,39.634,-6.90214,1.22,1.7,20,0.7,G,15.46,,11.61,10.91,10.53,24.22,Sa,,,MCG -01-07-026,PGC 010009,
IC0244,39.85304,2.72881,0.7,1.5,176,0.47,G,15.26,,12.79,12.15,11.75,22.95,SABc,,,MCG +00-07-074,PGC 010061,
IC0245,39.72767,-14.30556,1.11,3.8,25,0.29,G,15,,12.27,11.59,11.34,22.95,Sbc,,,IRAS 02365-1431,MCG -03-07-046,PGC 010032
IC0246,40.11917,2.47864,0.69,1.1,48,0.61,G,15.39,,11.76,11.28,10.79,23.4,S0,,,MCG +00-07-078,PGC 010116,
IC0247,40.03658,-11.73378,0.88,1.4,45,0.64,G,14.74,,11.59,10.88,10.55,22.96,SBbc,,,MCG -02-07-052,PGC 010100,
IC0248,40.35763,17.81222,0.99,1.3,147,0.74,G,14.35,,11.08,10.3,9.98,22.92,Sa,,,IRAS 02386+1735,MCG +03-07-044,PGC 010197
IC0250,40.22613,-13.31356,0.91,1.2,178,0.73,G,15.05,,12.2,11.64,11.31,23.42,SABb,,,MCG -02-07-064,PGC 010162,
IC0251,40.30771,-14.95783,0.84,1.1,96,0.74,G,15,,11.91,11.25,10.79,23.41,E,,,MCG -03-07-054,PGC 010184,
IC0252,40.43804,-14.84825,1.01,1.6,26,0.62,G,15.35,,11.96,11.27,11.07,23.86,S0-a,,,LEDA 144971,,
IC0253,40.52396,-15.04683,0.95,1.3,162,0.74,G,14.87,,11.44,10.76,10.47,23.46,S0,,,MCG -03-07-058,PGC 010226,
IC0254,40.52075,-15.10664,0.26,1,55,0.25,G,14.91,,12.68,11.96,11.73,,,,,,,
IC0255,41.76338,16.28803,0.59,1.5,45,0.4,G,15.68,,13.19,12.32,12.32,23.19,SABb,,,MCG +03-08-008,PGC 010540,
IC0256,42.41792,46.95467,0.46,1.6,30,0.29,G,14.31,,12.12,11.3,11.12,,E,,,PGC 010737,,
IC0257,42.43933,46.97619,1.93,1.6,154,1.19,G,13.86,12.68,,,,24.12,E,,,PGC 010729,UGC 02298,
IC0258,42.44208,41.05167,1.48,1.2,170,1.23,G,15.52,,11.61,10.84,10.59,25.1,S0-a,,,IRAS 02465+4050,PGC 010730,UGC 02306
IC0259,42.42033,41.05511,0.69,1.3,130,0.53,G,15.38,,11.78,11.11,10.84,23.3,S0,,,PGC 010721,,Incorrectly called IC 0258 in CGCG.
IC0260,42.75367,46.95478,1.53,2,170,0.75,G,15.12,,10.52,9.85,9.5,24.64,E,,,MCG +08-06-014,PGC 010812,UGC 02325
IC0262,42.93029,42.82828,2.1,1.2,36,1.74,G,14.69,,10.97,10.27,9.92,25.05,S0,,,MCG +07-06-080,PGC 010850,SDSS J025143.25+424942.1
IC0263,42.4165,-0.06986,0.65,1.5,168,0.44,G,14.72,,12.13,11.4,11.14,22.65,S0-a,,,IRAS 02471-0016,PGC 010716,SDSS J024939.96-000411.4
IC0264,42.19842,-0.10919,0.5,1.4,28,0.37,G,15.72,16.88,12.93,12.29,12,23.25,E,,,PGC 010644,SDSS J024847.62-000633.0,SDSS J024847.62-000633.1
IC0265,43.68325,41.65533,0.71,1.1,60,0.63,G,15.49,,11.46,10.78,10.51,23.64,E,,,MCG +07-07-006,PGC 010978,
IC0266,43.77013,42.26233,0.74,2.4,136,0.31,G,15.65,,11.04,10.39,10.08,24.09,S0-a,,,MCG +07-07-010,PGC 011002,
IC0267,43.45938,12.84922,1.86,2.7,170,0.69,G,13.88,13.09,10.77,10.03,9.73,23.27,Sb,,,IRAS 02511+1238,MCG +02-08-028,PGC 010932
IC0268,43.86229,-14.103,0.97,1.8,68,0.55,G,15.31,,12.77,12.09,11.59,23.63,SABa,,,MCG -02-08-024,PGC 011032,
IC0269,43.86038,-14.06681,1.19,3.4,126,0.35,G,15.34,,11.56,10.79,10.71,24.2,S0-a,,,MCG -02-08-023,PGC 011033,
IC0270,43.93413,-14.20789,1.8,1.3,51,1.43,G,14.14,,10.17,9.53,9.21,24,E-S0,,,MCG -02-08-028,PGC 011061,
IC0271,43.99771,-12.00786,1.06,1.7,131,0.61,G,14.7,,,,,23.56,S0-a,,,PGC 011078,,
IC0272,44.02683,-14.18664,0.96,1.4,30,0.67,G,14.86,,11.72,10.93,10.73,23.22,Sbc,,,MCG -02-08-030,PGC 011086,
IC0273,44.29492,2.77506,1.49,3.2,32,0.46,G,14.32,,11.22,10.52,10.19,23.62,Sa,,,IRAS 02546+0234,MCG +00-08-052,PGC 011156
IC0275,45.23875,44.34833,1,,,,GTrpl,,,,,,,,,,,,
IC0275 NED01,45.23279,44.34631,0.32,1.4,16,0.23,G,,,,,,,,,,PGC 011388,,
IC0275 NED02,45.23292,44.35036,1.38,1.2,25,1.2,G,14.44,,11,10.38,9.88,24.01,E,,,PGC 011389,,
IC0275 NED03,45.24446,44.35017,0.3,1,0,0.3,G,16.56,,,,,,,,,PGC 011390,,
IC0276,44.67108,-15.70311,1.67,2.7,62,0.61,G,13.97,,10.84,10.21,10.17,23.91,S0,,,MCG -03-08-054,PGC 011264,
IC0277,44.96083,2.77136,1,1.1,44,0.89,G,13.89,13.12,11.17,10.43,10.11,22.54,SBbc,,,IRAS 02572+0234,MCG +00-08-064,PGC 011336
IC0278,45.37683,37.766,2.17,1,125,2.17,G,14.69,,10.6,9.87,9.59,25.25,E,,,MCG +06-07-032,PGC 011414,UGC 02481
IC0279,45.30088,16.20922,0.54,1.2,166,0.45,G,15.19,,12.26,11.5,11.2,22.75,Sbc,,,PGC 011401,,
IC0283,45.96025,-0.20444,0.71,1.3,5,0.54,G,15.08,17.93,12.68,11.98,11.66,22.98,Sc,,,IRAS 03012-0024,MCG +00-08-076,PGC 011539
IC0284,46.54129,42.37192,4.29,2,14,2.15,G,12.52,11.59,10.03,9.81,9.28,23.82,Sd,,,IRAS 03029+4211,MCG +07-07-023,PGC 011643
IC0285,46.02592,-12.01544,1.45,4,117,0.36,G,15.02,,11.62,11.13,10.9,23.45,Sbc,,,MCG -02-08-044,PGC 011557,
IC0287,46.24092,-12.07044,0.81,1.4,9,0.59,G,15.36,,11.69,10.96,10.76,23.37,Sc,,,LEDA 170040,,
IC0288,46.88713,42.38756,1.01,3.6,41,0.28,G,14.95,,10.57,9.8,9.45,22.98,Sab,,,MCG +07-07-027,PGC 011702,UGC 02544
IC0289,47.58025,61.31678,0.58,,,,PN,12.3,13.2,15.59,15.62,15.14,,,,,PK 138+02 1,PN G138.8+02.8,
IC0290,47.42808,40.97422,1.24,3.9,129,0.32,G,15.43,,12.02,11.27,11.06,23.74,Sb,,1884,PGC 011817,UGC 02561,
IC0291,46.86021,-12.58744,1.19,2.3,91,0.52,G,14.65,,11.6,10.91,10.65,23.51,S0-a,,,IRAS 03050-1246,MCG -02-09-001,PGC 011699
IC0292,47.55383,40.76567,1.19,1.8,73,0.65,G,14.18,13.47,11.25,10.52,10.25,22.78,Scd,,1887,IRAS 03069+4034,MCG +07-07-030,PGC 011846
IC0293,47.734,41.13711,1.05,1.4,108,0.76,G,15.48,,11.37,10.64,10.39,24.14,S0-a,,1888,MCG +07-07-031,PGC 011873,
IC0294,47.76296,40.62211,1.49,1.3,106,1.17,G,15.52,,10.66,9.97,9.72,24.73,S0-a,,1889,MCG +07-07-033,PGC 011878,UGC 02574
IC0298,47.82875,1.31472,0.8,,,,GPair,,,,,,,,,,,,
IC0298A,47.82708,1.31503,0.54,1.6,35,0.34,G,16.12,,14.17,13.64,12.92,23.52,,,,MCG +00-09-015 NED01,PGC 1190197,
IC0298B,47.83138,1.31339,0.43,1.3,5,0.33,G,15.1,,,,,,Sbc,,,IRAS 03087+0107,MCG +00-09-015 NED02,PGC 011890
IC0299,47.76063,-13.10958,0.87,1.3,30,0.68,G,15.79,,12.1,11.54,11.16,23.87,S0-a,,,LEDA 942795,,
IC0300,48.56675,42.41533,0.65,1.1,115,0.6,G,16.06,,12.15,11.51,11.14,23.98,E,,,PGC 2198416,,
IC0301,48.69879,42.22264,1.26,1.1,177,1.11,G,14.95,,10.6,9.82,9.5,24.09,E,,,MCG +07-07-036,PGC 012074,UGC 02606
IC0302,48.21363,4.70703,1.84,1.5,22,1.2,G,13.6,12.89,10.64,9.99,9.64,23.34,Sbc,,,IRAS 03102+0431,MCG +01-09-002,PGC 011972
IC0303,48.17029,-11.68994,0.59,1.3,47,0.46,G,16.16,,12.31,11.73,11.69,23.56,,,,LEDA 962881,,
IC0304,48.75571,37.88183,1.06,1.6,29,0.65,G,14.74,,11.37,10.66,10.34,23.26,Sb,,,IRAS 03118+3741,MCG +06-08-005,PGC 012080
IC0305,48.76583,37.86,0.79,1.2,74,0.64,G,15.57,,11.01,10.27,9.99,23.77,E,,,MCG +06-08-006,PGC 012083,
IC0306,48.25088,-11.71569,0.71,1.2,79,0.58,G,15.5,,12.69,11.9,11.66,23.13,SABc,,,MCG -02-09-015,PGC 011985,
IC0307,48.43838,-0.24144,1.6,2.7,67,0.6,G,14.5,,11.2,10.44,10.09,23.89,Sa,,,IRAS 03112-0025,MCG +00-09-027,PGC 012017
IC0308,49.06596,41.18075,1.16,1.2,4,0.93,G,15.39,14.22,11.38,10.61,10.33,24.44,S0,,,PGC 012152,UGC 02619,
IC0309,49.02621,40.80456,1.02,1.1,30,0.95,G,14.81,,10.97,10.22,9.99,23.54,S0,,,MCG +07-07-043,PGC 012141,
IC0310,49.17908,41.32497,1.5,1.1,25,1.42,G,13.86,12.71,10.25,9.47,9.15,23.49,S0,,,IRAS 03135+4108,MCG +07-07-045,PGC 012171
IC0311,49.19471,40.00361,1,1,100,1,G,15.65,,10.53,9.71,9.4,24.39,Sb,,,PGC 012177,UGC 02625,
IC0312,49.53588,41.75411,1.19,2.1,125,0.57,G,14.64,,10.79,10.01,9.78,23.84,E,,,MCG +07-07-051,PGC 012279,UGC 02644
IC0313,50.24125,41.89383,1.26,1.4,42,0.87,G,14.79,,10.86,10.12,9.82,24.18,E,,,MCG +07-07-073,PGC 012558,UGC 02682
IC0315,49.78892,4.03856,0.68,2.1,45,0.33,G,15.49,,11.91,11.17,10.85,,S0,,,PGC 012364,,
IC0316,50.33292,41.93056,0.8,,,,GPair,,,,,,,,,,,,
IC0316 NED01,50.33313,41.92894,0.45,2.6,116,0.17,G,15.24,,,,,22.28,,,,IRAS 03179+4145,MCG +07-07-074 NED01,PGC 012576
IC0316 NED02,50.33292,41.93192,1.06,1.3,64,0.79,G,15.03,,11.5,10.84,10.47,23.64,S?,,,MCG +07-07-074 NED02,PGC 012578,UGC 02688
IC0317,49.73129,-12.74019,0.88,1.2,58,0.71,G,14.87,,11.8,11.07,10.77,22.99,SABc,,,MCG -02-09-026,PGC 012346,
IC0318,50.18263,-14.56822,1.08,2.4,134,0.45,G,14.72,,11.52,10.69,10.4,23.24,Sa,,,IRAS 03183-1444,MCG -03-09-023,PGC 012532
IC0320,51.49658,40.78903,1.12,1.2,99,0.91,G,15.34,,10.98,10.29,9.93,24.02,Sab,,,MCG +07-08-007,PGC 012819,UGC 02732
IC0321,51.12329,-14.98547,1.03,1.1,25,0.95,G,14.79,,11.55,10.8,10.58,23.73,E,,,MCG -03-09-035,PGC 012742,
IC0322,51.50196,3.68056,0.76,2,6,0.38,G,15.35,,12.4,12.02,11.75,23.77,,,,PGC 012820,,
IC0325,52.70358,-7.04672,0.83,1.1,80,0.74,G,15.58,,12.54,11.88,11.54,23.8,Sab,,,PGC 1025189,SDSS J033048.85-070248.2,SDSS J033048.86-070248.2
IC0326,52.65254,-14.42556,1.13,1.3,101,0.84,G,15.41,,11.45,10.86,10.41,24.21,E-S0,,,MCG -03-09-049,PGC 013030,
IC0327,52.79158,-14.69214,0.8,1.7,70,0.47,G,15.21,,12.96,12.41,12.16,23.18,Sab,,,MCG -03-09-050,PGC 013057,
IC0328,52.79563,-14.63786,0.67,1.4,16,0.48,G,14.59,,12.31,11.68,11.37,22.41,Sc,,,IRAS 03288-1448,MCG -03-09-051,PGC 013063
IC0329,53.00571,0.27944,1,2.1,63,0.48,G,15.14,,11.74,11.08,10.8,24.02,E,,,MCG +00-10-001,PGC 013109,SDSS J033201.36+001646.0
IC0330,53.03346,0.35339,1.02,3.2,73,0.32,G,14.98,,11.88,11.14,10.87,23.43,SBab,,,MCG +00-10-002,PGC 013117,SDSS J033208.02+002112.1
IC0331,53.0795,0.28256,0.91,1,105,0.91,G,14.83,,11.42,10.66,10.43,23.51,E,,,MCG +00-10-003,PGC 013119,SDSS J033219.08+001657.2
IC0332,53.15592,1.38256,0.97,1.9,44,0.5,G,15.32,,11.58,11.02,10.54,23.81,S0-a,,,MCG +00-10-004,PGC 013137,
IC0334,56.32117,76.63831,2.34,1.3,58,1.85,G,12.62,11.5,8.75,7.96,7.71,23.06,S?,,,MCG +13-03-007,PGC 013759,UGC 02824
IC0335,53.87933,-34.44706,2.62,3.3,83,0.8,G,12.99,,10.11,9.47,9.15,23.73,S0,,1963,ESO 358-026,ESO-LV 358-0260,MCG -06-08-031
IC0336,54.48767,23.36314,,,,,Neb,,,,,,,,,,,,
IC0338,54.40875,3.11878,0.84,1.2,176,0.68,G,14.94,,12.25,11.48,11.11,23.24,Sc,,,MCG +00-10-007,PGC 013373,
IC0340,54.87129,-13.11511,1.61,2.8,90,0.58,G,14.76,,11.92,11.24,10.87,24.25,S0-a,,,MCG -02-10-005,PGC 013464,SDSS J033929.02-130655.1
IC0341,55.23204,21.96019,134.9,,,,Neb,,,,,,,,,,,,
IC0342,56.70208,68.09636,19.77,1.1,0,18.79,G,9.68,,5.66,5.01,4.56,24.85,SABc,,,C 005,IRAS 03419+6756,MCG +11-05-003
IC0343,55.02975,-18.44347,1.51,2.3,113,0.66,G,14.11,13.2,11.32,10.72,10.5,23.67,S0-a,,,ESO 548-066,ESO-LV 548-0660,MCG -03-10-029
IC0344,55.37304,-4.66586,0.89,1.9,42,0.47,G,14.92,,12.5,11.78,11.93,22.89,SBbc,,,MCG -01-10-020,PGC 013568,
IC0345,55.28804,-18.31414,0.88,1.2,37,0.73,G,14.71,,11.93,11.28,11.05,23.18,S0,,,ESO 548-074,ESO-LV 548-0740,MCG -03-10-032
IC0346,55.43608,-18.26697,1.95,1.3,69,1.47,G,13.63,12.64,10.59,9.9,9.78,23.8,S0-a,,,ESO 548-078,ESO-LV 548-0780,MCG -03-10-035
IC0347,55.63604,-4.29864,1.37,1.3,138,1.02,G,13.99,,10.53,9.83,9.57,23.43,S0,,,IRAS 03399-0427,MCG -01-10-024,PGC 013622
IC0348,56.14246,32.16283,10,1,,10,Cl+N,,,,,,,,,1985,HIP 017465,LBN 758,MWSC 0301
IC0349,56.58379,23.93981,25.7,,,,RfN,,,,,,,,,,Barnard's Merope Nebula,Part of the Merope Nebula = NGC 1435.,
IC0350,56.15271,-11.80075,1.09,1.4,165,0.79,G,14.95,,12.43,11.57,11.56,23.45,Sab,,,MCG -02-10-010,PGC 013731,
IC0351,56.88754,35.04692,0.12,,,,PN,12.4,11.9,13.01,12.82,12.18,,,,,IRAS 03443+3453,PK 159-15 1,PN G159.0-15.1
IC0352,56.90596,-8.73183,0.7,1.5,119,0.48,G,15.65,,12.14,11.45,11.19,23.66,S0-a,,,LEDA 176624,,
IC0353,58.25446,25.848,181.97,6,,30.2,Neb,,,,,,,,,,,,
IC0354,58.49129,23.147,128.82,,,,Neb,,,,,,,,,,,,
IC0355,58.44275,19.97392,0.67,1.2,161,0.56,G,15.37,15.4,11.95,11.03,10.83,23.21,Sc,,,IRAS 03509+1949,MCG +03-10-010,PGC 014052
IC0356,61.94546,69.81244,4.02,1.1,90,3.73,G,11.56,10.24,7.16,6.33,6.04,23.27,Sb,,,IRAS 04025+6940,MCG +12-04-011,PGC 014508
IC0357,60.93333,22.15911,0.94,1.5,147,0.61,G,14.6,,10.75,9.98,9.6,22.9,SBb,,,IRAS 04007+2201,MCG +04-10-016,PGC 014384
IC0358,60.92867,19.89494,1.18,4.2,63,0.28,G,15.21,,11.12,10.32,10.04,24.19,S0,,,MCG +03-11-006,PGC 014382,UGC 02940
IC0359,63.11817,27.70197,1.3,1,105,1.3,G,15.39,,9.58,8.78,8.47,24.84,E,,,MCG +05-10-009,PGC 014653,UGC 02980
IC0359A,64.67083,28.29,15,1.5,,10,RfN,,,,,,,,,,,,Object not present in NED.
IC0360,62.26071,26.13119,180,1.8,,100,Neb,,,,,,,,,,,,
IC0361,64.71125,58.2495,7.2,,,,OCl,12.92,11.7,,,,,,,,,,
IC0362,64.17679,-12.20011,1.77,1.7,5,1.03,G,14.18,,10.61,10.02,9.6,24.24,E,,,MCG -02-11-031,PGC 014782,
IC0363,64.73092,3.03303,0.33,1.1,25,0.31,G,15.2,,12.13,11.38,11.24,,E,,,PGC 014847,,
IC0364,64.77792,3.18894,0.78,1.6,72,0.49,G,15.27,,11.64,10.94,10.67,23.49,S0-a,,,PGC 014854,,
IC0365,64.80892,3.34833,0.88,1.6,34,0.56,G,14.84,,10.81,10.04,9.69,23.3,S0-a,,,MCG +01-11-017,PGC 014860,
IC0366,64.92308,2.35981,0.34,1.7,20,0.2,G,15.66,,11.99,11.36,11.1,22.13,E,,,PGC 014887,,
IC0367,65.17079,-14.78106,1.74,2.9,140,0.61,G,14.47,,10.94,10.21,10.03,24.31,E-S0,,,MCG -02-12-001,PGC 014917,
IC0368,65.678,-12.61517,0.99,1.2,164,0.83,G,15.08,,11.49,10.79,10.52,23.59,S0,,,MCG -02-12-009,PGC 014994,
IC0369,65.86758,-11.79008,0.76,1,35,0.76,G,15.37,,11.9,11.16,10.91,23.53,S0,,,MCG -02-12-010,PGC 015020,
IC0370,66.00696,-9.39483,0.99,1.1,123,0.89,G,14.94,,12.22,11.54,11.11,23.57,Sc,,,MCG -02-12-011,PGC 015029,
IC0372,67.51767,-5.00997,0.97,2.2,30,0.45,G,15.32,,11.74,11.07,10.82,23.93,S0-a,,,LEDA 177340,,
IC0373,67.67817,-4.87025,0.98,1.3,109,0.76,G,15.04,,11.14,10.41,10.19,23.59,S0-a,,,MCG -01-12-013,PGC 015335,
IC0374,68.13646,16.63417,0.23,1.2,80,0.19,G,15.81,,10.96,10.16,9.86,21.33,S0-a,,,MCG +03-12-001,PGC 015474,
IC0375,67.76308,-12.97397,0.82,1.5,59,0.54,G,15.24,,11.77,11.02,10.59,23.27,SBb,,,LEDA 088275,,
IC0376,67.80746,-12.43336,0.59,1.2,50,0.48,G,16.05,,12.53,11.99,11.69,23.65,,,,LEDA 952848,,
IC0377,67.81892,-12.45508,1,1.2,99,0.83,G,14.84,,11.59,10.82,10.63,23.7,E,,,MCG -02-12-031,PGC 015366,
IC0378,67.86633,-12.29975,0.79,1.6,69,0.48,G,15.6,,11.89,11.12,10.94,23.71,E-S0,,,LEDA 954841,,
IC0379,67.96221,-7.23836,0.93,1.1,35,0.82,G,14.7,,11.71,10.95,10.63,23.33,SABb,,,MCG -01-12-021,PGC 015428,
IC0380,67.92217,-12.92703,0.76,1.7,75,0.46,G,15.25,,12.83,12.19,12.13,23.06,SABb,,,MCG -02-12-034,PGC 015398,
IC0382,69.48146,-9.51933,1.99,1.7,173,1.18,G,13.53,,10.65,10.02,9.71,23.33,SABc,,,IRAS 04355-0937,MCG -02-12-049,PGC 015691
IC0383,69.74179,9.89253,0.63,1.1,36,0.56,G,15.6,,11.34,10.56,10.27,23.35,E-S0,,,PGC 1371560,,
IC0384,69.82617,-7.83911,0.49,1,94,0.48,G,15.14,,12.15,11.47,11.17,,E,,,PGC 2816418,,
IC0385,69.88108,-7.09747,1.15,2,107,0.58,G,15.41,,11.32,10.5,10.34,24.19,S0,,,PGC 015746,,
IC0387,70.43421,-7.08619,1.6,1.4,84,1.11,G,13.85,12.99,10.81,10.14,9.9,23.32,SABc,,,IRAS 04393-0710,MCG -01-12-044,PGC 015831
IC0388,70.47221,-7.30553,1,,,,GPair,,,,,,,,,,,,
IC0388 NED01,70.46842,-7.30464,0.54,1.2,54,0.44,G,16.2,,12.79,12.03,11.86,23.53,,,,PGC 1021211,,
IC0388 NED02,70.47633,-7.30647,0.89,2.2,10,0.4,G,15.91,,12.35,11.6,11.45,24.37,E,,,PGC 1021186,,
IC0389,70.49842,-7.31147,1.09,1.3,20,0.82,G,15.07,,11.02,10.27,10.01,23.82,E-S0,,,MCG -01-12-045,PGC 015840,
IC0390,70.51613,-7.20644,1.14,2.9,35,0.4,G,15.48,,11.49,10.77,10.46,24.34,S0-a,,,MCG -01-12-046,PGC 015844,SDSS J044203.90-071223.1
IC0391,74.33804,78.18883,1.39,1,25,1.33,G,12.99,12.68,10.84,10.17,9.93,22.41,Sc,,,IRAS 04497+7806,MCG +13-04-011,PGC 016402
IC0392,71.60733,3.50556,1.45,1.5,168,1,G,13.47,,11.61,10.91,10.61,23.01,S0,,,IRAS 04438+0324,MCG +01-13-001,PGC 015973
IC0393,71.96583,-15.52519,0.81,1.1,7,0.77,G,14.87,,11.45,10.75,10.38,23.3,E,,,MCG -03-13-012,PGC 016028,
IC0396,74.49579,68.32339,2.38,1.6,86,1.45,G,13.08,,9.5,8.76,8.5,23.22,Sbc,,,IRAS 04527+6814,MCG +11-07-002,PGC 016423
IC0398,74.55233,-7.78025,1.18,3.5,2,0.34,G,,,10.95,10.24,9.88,,SBbc,,,IRAS 04558-0751,MCG -01-13-040,PGC 016433
IC0399,75.43338,-4.28875,0.54,1.2,81,0.45,G,15.49,14.8,13.11,12.62,12.22,22.71,IAB,,,PGC 016582,,
IC0400,75.94017,-15.81908,1.55,9.1,117,0.17,G,16.7,,,,,,,,,,Identity as IC 0400 is very uncertain.,
IC0401,76.08183,-10.07653,1.75,3,55,0.58,G,13.94,,11.04,10.44,10.15,23.16,SBb,,,IRAS 05019-1008,MCG -02-13-040,PGC 016672
IC0402,76.56179,-9.10742,1.26,2.3,146,0.56,G,14.4,,11.97,11.09,10.8,22.96,SABc,,,MCG -02-13-043,PGC 016742,UGCA 099
IC0404,78.33167,9.75492,0.73,1.4,130,0.53,G,15.5,,11.31,10.44,10.26,,S0-a,,,PGC 016935,,
IC0405,79.12283,34.35617,50,1.7,,30,Neb,10,,,,,,,,,LBN 795,Flaming Star Nebula,
IC0407,79.42754,-15.52344,1.93,5.4,164,0.36,G,14.2,,10.9,10.15,9.91,,Sc,,,IRAS 05154-1534,MCG -03-14-013,PGC 017056
